Hero	Deck	Title	HP	Keywords	Game Text	Flavor Text	Attribution	Qty	Set
The Visionary	The Visionary	Mind Spike	-	One-Shot	The Visionary deals 1 target 3 irreducible psychic damage.  You may destroy 1 Ongoing card. If you destroy a card this way, play the top card of the Dark side deck.	"That’s enough! Your attempted reign of light  would only bring darkness to this world.”	The Visionary, Freedom Five #600	3	Disparation
The Visionary	The Visionary	Precognition	-	Ongoing, Limited	POWER: Reveal the top 3 cards of 1 deck. Replace them in any order. You may discard the top card of 1 deck. If you do, play the top card of the Dark side deck.	"I will crush you! {hiss} Get out of my mind!”	Geb, Prime Wardens Vol. 1 #120	2	Disparation
The Visionary	The Visionary	Prophetic Vision	-	Ongoing, Limited	POWER: Reveal the top 3 cards of the Villain deck. Discard 1, replace 1, and play 1. Reveal the top 3 cards of your deck. Discard 1, replace 1, and play 1. END PHASE Either use 1 power or draw 1 card.	"This was not it, but there shall be a last  terrible threat from beyond the stars...”	The Visionary, Prime Wardens Vol. 1 #162	3	Disparation
The Visionary	The Visionary	Psychic Intrusion	-	One-Shot	The Visionary deals 1 target 2 psychic damage.  Reveal the top 3 cards of a deck in that target’s play area. Discard, bury, or replace the revealed cards in any order.	"You have concealed your actions from your  coworkers and supervisors, but I see your  plans laid bare!”	The Visionary, Mind Over Matter #23	3	Disparation
The Visionary	The Visionary	Skim the Surface	-	One-Shot	Reveal and replace the top card of up to 3 decks.  Discard the top card of 1 deck.  You may collect 1 Ongoing or Manifestation card. If you collect a card this way, play the top card of the Dark side deck.	"I have to decide who I am, yes. But you should know  -- your darkness is closer than you think.”	Parse, Mind Over Matter #59	3	Disparation
The Visionary	The Visionary	Suggestion	-	One-Shot	Select 2 cards from 1 trash, other than your own. Bury 1 card and put the other on top of the associated deck.  You may put 1 card from that trash on top of the associated deck. If you move a card this way, play the top card of the Dark side deck.	"You cannot stop me. In fact, you do not wish to.  Instead, you will help me, and then, you will  forget me.”	The Visionary, Freedom Five Annual #9	3	Disparation
The Visionary	The Visionary	Telekinetic Cocoon	6	Manifestation, Limited	The Visionary is immune to damage and cannot deal damage.  When this card is destroyed, play the top card of the Dark side deck.  START PHASE  The Visionary regains 2 HP. Destroy this card.  END PHASE  Draw 1 card.	"That much magical energy would have obliterated  anyone else. She must be even more powerful  than I’d guessed.”	NightMist, NightMist #42	3	Disparation
The Visionary	The Visionary	Wrest the Mind	-	Ongoing, Limited	After this card is played, select 1 non-Hero target. Whenever that target would deal damage, you may discard 1 card. If you do, redirect that damage.  START PHASE  Either play the top card of the Dark side deck or The Visionary deals herself 1 fixed psychic damage. Destroy this card.	"The weak-minded are always  susceptible to suggestion.”	The Visionary, Mind Over Matter #1	2	Disparation
The Visionary	Dark	Brain Burn	-	One-Shot	Bury up to 4 cards from the top of either the Villain deck or the Villain trash.  Either draw 2 cards and 1 ally Hero discards 2 cards, or The Visionary deals 1 Hero target and 1 non-Hero target 4 fixed psychic damage each.	"Shhh, no more shouting. Why don’t  you take a nice, long rest?”	The Visionary, Mind Over Matter #53	1	Disparation
The Visionary	Dark	Callous Disregard	-	One-Shot	Each Hero discards 1 card. Then, you discard any number of cards. Destroy 1 non-Hero target with X or fewer HP, where X is the number of cards discarded from hands this turn.  Either each ally Hero draws 1 card or The Visionary deals each non-Hero target 1 psychic damage.	"Such an insignificant fiend. Obsessed with  gloom and doom. Not at all interesting,  if you ask me.”	The Visionary, NightMist #43	1	Disparation
The Visionary	Dark	Demoralize	-	One-Shot	The Visionary deals each target 1 fixed psychic damage.  Either destroy each target with 1 HP or destroy 1 target with 6 or fewer HP.	"Can you feel as I tear through the layers of  your mind, your memories, your very self?”	The Visionary, Mind Over Matter #21	1	Disparation
The Visionary	Dark	Forget What You Saw	-	One-Shot	Discard the top card of each deck. The Visionary deals herself 1 fixed psychic damage each time a target is discarded this way.  Either draw 3 cards or discard the top 3 cards of 1 deck.	"But if she’s really dead, then who has been  sending me those messages? Was this...  my doing?”	The Visionary, Mind Over Matter #58	1	Disparation
The Visionary	Dark	Mass Psychosis	-	One-Shot	Each target with 6 or more HP deals itself 3 fixed psychic damage.  Either play the top card of the Environment deck or destroy 1 Environment card.	"I am more than the future or the present --  I am every future that could possibly occur!”	The Visionary, Mind Over Matter #48	1	Disparation
The Visionary	Dark	Mental Erasure	-	One-Shot	Select 1 active ally Hero. That Hero discards 2, 3, or 4 cards.  Each time they discard a card this way, The Visionary regains 2 HP and deals 3 targets 1 psychic damage each.	"Imagine what it feels like for your brain to  slowly die. It’s like that, but faster.”	The Visionary, Science & Progress One-Shot	1	Disparation
The Visionary	Dark	Psych-Snarl	6	Manifestation	START PHASE  This card deals the target other than itself with the lowest HP in this play area 3 psychic damage.  END PHASE  The Visionary deals herself 1 fixed psychic damage. Move this card to a diferent play area.	"Get it off me! Get it out of my head!”	Bugbear, Arcane Tales Vol. 2 #561	1	Disparation
The Visionary	Dark	Psychic Maelstrom	-	One-Shot	The Visionary deals 2 targets 2 psychic damage each.  Either discard 2 cards or The Visionary deals each target 1 fixed psychic damage.	"All this lashing out... It’s hardly conducive to  good storytelling. Something must be done  about Vanessa Long.”	Grimm, Tome of the Bizarre Vol. 4 #60	1	Disparation
The Visionary	Dark	Twist the Ether	-	Ongoing	After this card is played, select 1 target.  Whenever that target would deal damage, either +1 or −1 to that damage and change that damage to a type of your choice.  START PHASE  The Visionary deals herself 2 fixed psychic damage. Either discard 2 cards or destroy this card.	"What the hell is going on?!”	Citizen Hammer, Sunrise #3	1	Disparation
The Visionary	Dark	Unrealized Phobia	-	One-Shot	Select a keyword on a non-character target in play. 1 target deals itself X psychic damage, where X is the number of targets in play with that keyword. Then, The Visionary deals herself 1 fixed psychic damage.	"I knew birds weren’t real! But I didn’t think  they’d actually be horrible monsters!”	Ray Manta, Vengeance Returned #2	1	Disparation
The Wraith	The Wraith	Abduct and Interrogate	-	One-Shot	The Wraith deals 1 non-Hero target 1 toxic damage. If that target is destroyed, reveal the top card of each deck. You may discard any revealed cards. Play the other revealed cards.	"If we're being completely honest, I would rather you didn't tell me how you got this information."	Legacy, Freedom Five #364	2	Core Game
The Wraith	The Wraith	Combat Prowess	-	Ongoing, Limited	REACTION: -2 to the damage The Wraith would be dealt. If The Wraith takes no damage as a result, you may play 1 card.	"For someone with such... shoddy form, you know your way around a fight."	Mr. Fixer, Rook City Renegades #153	2	Core Game
The Wraith	The Wraith	Flashbang Projector	-	Item, Limited	POWER: Put 1 non-character Villain target in play back on top of the Villain deck. Destroy this card.	"I used similar technology in the Army for infiltration and extractions. Worse, but similar."	Bunker, Justice Comics #570	2	Core Game
The Wraith	The Wraith	Grappling Hook	-	One-Shot	Destroy 1 Ongoing card. You may draw 1 card or play 1 card.	"Silent, unexpected... What can I say? I like to travel in style."	The Wraith, Mystery Comics Vol. 2 #207	4	Core Game
The Wraith	The Wraith	Impromptu Invention	-	One-Shot	Draw 1 card. Discover 1 Item card. You may play 1 card.	"This... wasn't at all what I intended to build."	The Wraith, Science & Progress One-Shot	4	Core Game
The Wraith	The Wraith	Infrared Eyepiece	-	Item, Limited	POWER: Reveal the top card of the Villain deck. Replace it or discard it. Then, draw 1 card.	"Hunting your prey through walls... It almost feels like cheating. Almost."	The Wraith, Mystery Comics Vol. 2 #94	2	Core Game
The Wraith	The Wraith	Inventory Barrage	-	One-Shot	Discard any number of Item cards. The Wraith deals 1 target X projectile damage, where X is the number of cards discarded this way times 2.	"Don't like getting pelted with sharp objects? You're not going to enjoy the next few moments."	The Wraith, Mystery Comics Vol. 2 #89	2	Core Game
The Wraith	The Wraith	Leverage	-	One-Shot	Draw 4 cards. Collect 1 card.	"I have to say, I'm surprised at how easy to talk to you are! I feel like I've known you my whole life."	Mark Benedetto, Rook City Renegades #72	4	Core Game
The Wraith	The Wraith	Micro Targeting Computer	-	Item, Limited	+2 projectile damage dealt by The Wraith.	"Weather reports, a stock ticker, seamless connectivity to the World Wide Web... and yes, it also makes it easier to shoot the bad guys."	Tachyon, Freedom Five #685	2	Core Game
The Wraith	The Wraith	Razor Ordnance	-	Item, Limited	POWER: The Wraith deals 1 target 3 projectile damage.	"These nano-polymerized blades can cut through that robot's plating, provided I get just the right angle!"	The Wraith, Freedom Five #305	2	Core Game
The Wraith	The Wraith	Smoke Bombs	-	Item, Limited	-1 damage dealt to Hero targets. +1 damage dealt by The Wraith. START PHASE Destroy this card.	"You think some smoke can stop me? You can't hide from me. I've got you right where I want you!"	Maniac Jack, Mystery Comics Vol. 1 #179	2	Core Game
The Wraith	The Wraith	Sonic Neutralizer	-	Item, Limited	POWER: Select 1 Environment card in play. Until your START PHASE, that card has no game text.	"Cover your ears! My sonic stopper is effective, but it doesn't pick and choose who can hear it!"	The Wraith, Mystery Comics Vol. 1 #148	2	Core Game
The Wraith	The Wraith	Stun Bolt	-	Item, Limited	POWER: The Wraith deals 1 target 1 lightning damage. Until your START PHASE, -1 damage dealt by that target.	"For once, I thought I had her. I thought she was finally out of tricks. But she never did play fair."	Ermine, Mystery Comics Vol 1 #319	2	Core Game
The Wraith	The Wraith	Suture Self	-	One-Shot	The Wraith regains 2 HP. Salvage 1 Item card.	"Just another day in paradise."	The Wraith, A Day in the Life: The Wraith	3	Core Game
The Wraith	The Wraith	Throwing Knives	-	Item, Limited	POWER: The Wraith deals up to 3 targets 1 projectile damage each.	"I thought I was cold, but you're downright merciless!"	Absolute Zero, Freedom Five #540	2	Core Game
The Wraith	The Wraith	Utility Belt	-	Item, Limited	POWER: Either draw 2 cards or play 1 Item card. POWER PHASE You may use 1 additional power this phase.	"Being prepared is all about having the right tool for the job."	The Wraith, Mystery Comics Vol 1 #27	3	Core Game
