Villain	Deck	Title	HP	Keywords	Nemesis Icon	Game Text	Flavor Text	Attribution	Qty	Set
Terrorform	Terrorform	Steal Keycards from Foes	-	Access	-	If there are ever at least (H) minus 1 tokens on this card, destroy this card. After a Minion card is dealt damage by a Hero target, add 1 token to this card.	These Revokers wear their keycards on a belt clip! Revokers? More like access granters! ...I've been hanging out with Unity too much.	Tachyon, Freedom Five #775	1	Rook City Renegades
Terrorform	Terrorform	Troop Egress Hatches	6	Device	-	END PHASE Discover (H) minus 2 Minion cards. Then, if Terrorform has 100 or more HP, discover 1 Device card.	They are like ants! Because they are small. And also they bug me! Because bug is a thing that ants are!	Sky-Scraper, Justice Comics #533	1	Rook City Renegades
The Dreamer	The Dreamer	Bloated Businesstoad	8	Nightmare	Visionary	END PHASE: This card deals the non-Nightmare target with the highest HP 3 energy damage. If there are no Environment cards in play, play the top card of the Environment deck.	Alright, alright -- can we make some kind of deal here? One that involves you not breaking anything else?	The Wraith, Mystery Comics Vol. 2 #203	2	Disparation
The Dreamer	The Dreamer	Clattering Specter	6	Nightmare	-	END PHASE: This card deals the 4 non-Nightmare targets with the highest HP 1 infernal damage each. Then, this card regains 1 HP.	I would say that they're not real, but that gets into discussions of what ***real*** means, and… no thanks.	Bunker, Freedom Five Vol. 1 #485	2	Disparation
The Dreamer	The Dreamer	Dark Hero	6	Nightmare	-	+1 damage dealt by Nightmare cards other than this one.  END PHASE: This card deals the non-Nightmare target with the highest HP 2 melee damage.	Truth, justice, freedom -- pathetic ideals for a pathetic man.	Dark Hero, America's Finest Legacy Vol. 1 #224	1	Disparation
The Dreamer	The Dreamer	Granite Oni	8	Nightmare	-	END PHASE: This card deals the non-Nightmare target with the lowest HP 2 melee damage. Then, this card regains 2 HP.	True stone can crush bones. False stone can crush minds.	Mr. Fixer, Nightmare World #3	2	Disparation
The Dreamer	The Dreamer	Night Terrors	-	One-Shot	-	If there are fewer than (H) Nightmare cards in play, discover 1 Nightmare card. The Villain target with the highest HP deals the Hero target with the highest HP X psychic damage, where X is the number of Nightmare cards in play.	There's something downstairs, but she won't wake up. We need to get ourselves and our daughter out of this house while we still can!	Alice Long, Nightmare World #1	2	Disparation
The Dreamer	The Dreamer	Outer Demons	-	One-Shot	-	Shuffle the Villain trash into the Villain deck. Discover 1 Nightmare card. The Dreamer deals each non-Villain target 2 psychic damage.	…No. No! I don't want to hurt anyone! I just can't… wake up…	The Dreamer, Nightmare World #4	2	Disparation
The Dreamer	The Dreamer	Projected Paralysis	-	Ongoing	-	After a Hero uses a power, their Hero character deals themself 3 fixed energy damage.  START PHASE: Destroy this card.	I cannot… move… at all! She's just a little girl, but her mind is mighty, indeed!	Haka, Nightmare World #5	2	Disparation
The Dreamer	The Dreamer	Skittering Arachnoid	7	Nightmare	-	END PHASE: This card deals the 2 non-Nightmare cards with the highest HP 2 toxic damage each. Destroy the Environment target with the lowest HP.	The creatures of this world are quite unlike the ones of my own… but these seem particularly out of place!	Tempest, Prime Wardens Vol. 1 #55	2	Disparation
The Dreamer	The Dreamer	Tend to the Child	-	Ongoing	-	After this card is played, 1 Hero may discard 1 card. If they do, The Dreamer regains 3 HP.  START PHASE: Discover (H) minus 2 Nightmare cards. Destroy this card.	I had hoped it would not come to this for you, child. It seems our fates are more closely aligned, unfortunately.	The Visionary, Nightmare World #6	2	Disparation
The Dreamer	The Dreamer	Tooth Fairy	6	Nightmare	Visionary	END PHASE: The Hero with the most cards in hand discards 1 card. Then, this card deals each Hero target belonging to the Hero with the fewest cards in hand 2 toxic damage.	You're no real fairy. No creature of the Fey at all. But you do have a powerful hunger for teeth, and that's a problem.	NightMist, NightMist Vol. 1 #63	2	Disparation
The Dreamer	The Dreamer	The Toy Master	8	Nightmare	Visionary	END PHASE: Destroy 1 Hero Ongoing or Item card. Then, this card deals each Hero target in the Hero play area with the most Ongoing and/or Item cards 2 toxic damage.	Stop saying that! This is not all fun, and this is also not all games. This is neither of those two things!	Sky-Scraper, Justice Comics Vol. 1 #422	1	Disparation
The Dreamer	The Dreamer	The Treacherous Ape	7	Nightmare	Visionary	END PHASE: 1 Hero discards 1 card. Destroy 1 Hero Ongoing or Item card. Each Nightmare card regains 1 HP.	You look just like a toy that the Vanessa Long of this reality holds dear. Albeit, much larger.	The Visionary, Mind Over Matter Vol. 1 #32	1	Disparation
The Dreamer	The Dreamer	Violent Nightmares	-	One-Shot	-	Discover 1 Nightmare card. Destroy 1 Environment card. Destroy 1 Hero Ongoing card. Destroy 1 Item card.	This event must be contained. The people of this town are in danger now, but there's no telling how far this may spread.	The Argent Adept, Nightmare World #2	2	Disparation
The Dreamer	The Dreamer	Whipacorn	7	Nightmare	Visionary	END PHASE: This card deals the target other than itself with the highest HP 3 melee damage. If a Hero character is dealt damage this way, destroy 1 Item card in that Hero's play area.	It's been a weird day, but I still can't believe I'm saying this: I think I'm going to have to kill that unicorn.	Alpha, Tome of the Bizarre Vol. 3 #29	2	Disparation
The Ennead	The Ennead	Ancient Magicks	-	One-Shot	-	Activate all ANKH effects. If Isis is active, Isis deals each non-Villain target 2 energy damage. Otherwise, the Villain character with the lowest HP deals each Hero character 1 infernal damage.	What have you done to me, vile witch of the desert? Return to me my staff, and I shall be mercifully swift in your destruction.	Ra, Baptism by Fire #2	2	Disparation
The Ennead	The Ennead	The Ankh of Nephthys	9	Relic	-	After this card is played, summon Nephthys from under The Ennead character card. Then, activate the ANKH effect on Nephthys's character card. -1 damage dealt to Nephthys.	I have read of such relics with power over life and death, but always at a cost. If you have found such a thing, tread carefully.	NightMist, NightMist Vol. 1 #123	1	Disparation
The Ennead	The Ennead	Blast of Flame	-	One-Shot	-	Activate all SUN effects. If Atum is active, Atum deals the (H) minus 1 non-Villain targets with the highest HP 3 fire damage each. Otherwise, the Villain character with the highest HP deals the non-Villain target with the highest HP 2 fire damage.	An entire city, just wiped off the face of the map. Burned off, really.	Marty Adams, Ra: God of the Sun Vol. 1 #273	2	Disparation
The Ennead	The Ennead	The Bracer of Atum	9	Relic	-	After this card is played, summon Atum from under The Ennead character card. Then, activate the SUN effect on Atum's character card. +1 damage dealt by Atum.	It's no coincidence that I control flame as you do. I am the superior sun god, after all.	Atum, Baptism by Fire #3	1	Disparation
The Ennead	The Ennead	The Crook and Flail of Osiris	9	Relic	-	After this card is played, summon Osiris from under The Ennead character card. Then, activate the HAND effect on Osiris's character card. +1 damage dealt by Osiris. -1 damage dealt to Osiris.	I am called to be a shepherd, directing lost souls to their eternal resting place. Are you ready to join them?	Osiris, War of Heliopolis #1	1	Disparation
The Ennead	The Ennead	Defender of the Waters	-	One-Shot	-	Activate all SUN effects. If Tefnut is active, destroy 1 Ongoing card in each non-Villain play area. Otherwise, the Villain character with the lowest HP deals the non-Villain target with the highest HP 2 melee damage.	The Nile grants us life and shelters that life from those who would bring it harm. Our foes will wash out with the current.	Tefnut, Ra: God of the Sun Vol. 1 #274	1	Disparation
The Ennead	The Ennead	Desert's Wrath	-	One-Shot	-	Activate all HAND effects. If Geb is active, Geb deals the Hero target with the highest HP X melee damage, where X is the number of Environment cards in play. Otherwise, the Villain character with the highest HP deals the Hero target with the highest HP 2 melee damage.	Every grain of sand is mine! See how they obey my will!	Geb, War of Heliopolis #1	2	Disparation
The Ennead	The Ennead	Elemental Storm	-	One-Shot	-	Activate all ANKH effects. If Set is active, each Hero draws 1 card, then play the top card of the Villain deck. Otherwise, the Villain character with the lowest HP deals the Hero target with the highest HP 1 cold damage and 1 lightning damage.	I bring you the elements in their truest unleashed form! Back in all of their resplendent glory!	Set, War of Heliopolis #4	2	Disparation
The Ennead	The Ennead	Grasp of Life and Death	-	One-Shot	-	Activate all ANKH effects. If Nephthys is active, destroy (H) minus 2 Hero Ongoing and/or Item cards, then shuffle the Villain trash into the Villain deck. Otherwise, each Villain character regains 2 HP.	The dance of existence is a careful one. A simple misstep can so easily upend an entire generation.	Nephthys, Freedom Five Vol. 1 #542	2	Disparation
The Ennead	The Ennead	The Grave Beckons	-	One-Shot	-	Activate all HAND effects. If Osiris is active, Osiris deals the non-Villain target with the lowest HP (H) energy damage. Otherwise, the (H) non-Villain targets with the lowest HP deals themself 1 fixed psychic damage each.	His very presence is death. The dead are his people, but all the living must fear him.	Ra, Ra: God of the Sun Vol. 1 #274	2	Disparation
The Ennead	The Ennead	The Khopesh of Shu	9	Relic	-	After this card is played, summon Shu from under The Ennead character card. Then, activate the HAND effect on Shu's character card. Shu is immune to melee and projectile damage.	The silent blade. It cuts as the wind blows; uncaring, unending, unstoppable.	Shu, War of Heliopolis #2	1	Disparation
The Ennead	The Ennead	The Orb of Nuit	9	Relic	-	After this card is played, summon Nuit from under The Ennead character card. Then, activate the SUN effect on Nuit's character card. -1 damage dealt to Villain characters other than Nuit.	Peace, people of the ground and of the river. Rise not against us, your true gods. Find acceptance in your subservience.	Nuit, War of Heliopolis #4	1	Disparation
The Ennead	The Ennead	The Shield of Tefnut	9	Relic	-	After this card is played, summon Tefnut from under The Ennead character card. Then, activate the SUN effect on Tefnut's character card. -2 damage dealt to Tefnut.	They put up an admirable fight, especially that cat-like one with the impressive shield. I would trade blows with her again!	Haka, Prime Wardens Vol. 1 #126	1	Disparation
The Ennead	The Ennead	The Sickle of Geb	9	Relic	-	After this card is played, summon Geb from under The Ennead character card. Then, activate the HAND effect on Geb's character card. Damage dealt by Geb is irreducible.	He need not wield the sickle to utilize its powers, but his attachment to it may be a weakness.	The Argent Adept, War of Heliopolis #3	1	Disparation
The Ennead	The Ennead	Stolen Breath	-	One-Shot	-	Activate all HAND effects. If Shu is active, each non-Villain target deals itself 2 fixed energy damage. Otherwise, the Villain character with the lowest HP deals the Hero character with the second lowest HP (H) minus 1 infernal damage.	Ack -- You whispy blaggard. \*cough\* Hardly a sporting move, now is it?	Captain Cosmic, Prime Wardens Vol. 1 #121	1	Disparation
The Ennead	The Ennead	The Sun Disc of Isis	9	Relic	-	After this card is played, summon Isis from under The Ennead character card. Then, activate the ANKH effect on Isis's character card. Damage dealt by Isis is irreducible.	Your ***modern*** magicks are no match for true, ancient might. Behold -- arcane perfection!	Isis, Ra: God of the Sun Vol. 1 #272	1	Disparation
The Ennead	The Ennead	Taste of Immortality	-	One-Shot	-	Activate all SUN effects. If Nuit is active, the Villain character with the lowest HP regains (H) HP. Otherwise, each Villain character regains 1 HP and shuffle the Villain trash into the Villain deck.	She is not of the heavens -- she is heaven itself.	Atum, Baptism by Fire #2	2	Disparation
The Ennead	The Ennead	The Typhonic Rod of Set	9	Relic	-	After this card is played, summon Set from under The Ennead character card. Then, activate the ANKH effect on Set's character card. +1 damage dealt by Set.	Your staff may be more than it appears, imbued with power enough to block Absolution, but it shall not save you from retribution!	Fanatic, Baptism by Fire #4	1	Disparation
The Fey-Court	The Fey-Court	Champion Lugh	17	Advisor, Changeling	-	After a Villain target is destroyed, add 1 token to 1 Villain character card. END PHASE This card deals the Hero target with the highest HP 3 melee damage. That target may deal 1 target 1 melee damage.	To fight and strive and win against all odds! A challenge meant to honor fey and gods!	Lugh, Dark Watch Annual #3	1	Rook City Renegades
The Fey-Court	The Fey-Court	A Chance for Love	-	Bond	-	Play this card in a Hero play area. START PHASE 1 Hero plays 1 Ongoing card. END PHASE If this is the play area with the most Ongoing cards in play, destroy 1 Ongoing card in each play area, then remove 1 token from 1 Villain character card and bury this card.	To you, oh child of void, I grant a chance, to learn if what you feel is circumstance.	Ogma, Tome of the Bizarre Vol. 3 #215	1	Rook City Renegades
The Fey-Court	The Fey-Court	The Court's Displeasure	-	Ongoing	-	Whenever a Villain character card is dealt damage by a Hero target, remove 2 tokens from that Villain character card. END PHASE The Villain target with the highest HP deals the (H) minus 2 Hero targets with the highest HP 2 infernal damage each.	You would besmirch the honor of my court! You lie! You'll rot! We'll excise you, vile wart!	The Morrigan, Dark Watch Vol. 1 #51	1	Rook City Renegades
The Fey-Court	The Fey-Court	Dryad Chancellors	10	Courtier	-	END PHASE Reveal the top card of the Villain deck. If it is a One-Shot card, discard it and add 1 token to 1 Villain character card. Otherwise, play it.	You have to listen to us! Ugh, OK, hold on... umm... Give us your ears, oh favored of the fey. We really need your help... Please help... today?	The Harpy, Arcane Tales Vol. 2 #536	2	Rook City Renegades
The Fey-Court	The Fey-Court	Elder Ogma	15	Advisor, Leprechaun	-	After a Bond card is buried, add 1 token to 1 Villain character card. END PHASE Reveal the top 3 cards of the Villain deck. Bury 1 and replace the other 2 in any order.	The truth of riches vast and fortunes long, shall be laid bare before the Fey-Court's throng.	Ogma, Dark Watch Annual #3	1	Rook City Renegades
The Fey-Court	The Fey-Court	A Glimpse at the Future	-	Bond	-	Play this card in a Hero play area. START PHASE Reveal the top 2 cards of your deck. Discard 1 and play 1. Then, put the top card of the Villain deck under this card. END PHASE If there are 3 or more cards under this card, play all of them, then remove 1 token from 1 Villain character card and bury this card.	That's you! You see? You venture far and wide! The space without reveals your heart inside!	Puck, The Guise Book #21	1	Rook City Renegades
The Fey-Court	The Fey-Court	The Grand Revel	-	One-Shot	-	Each Villain target regains 2 HP. Each Hero target deals itself 1 toxic damage. Remove 1 token from each Villain character card. [flip] each Villain character card.	Come now, all ye who in the fey-realm be! Drink up! Accept our hospitality!	The Dagda, Dark Watch Vol. 1 #49	3	Rook City Renegades
The Fey-Court	The Fey-Court	A Modicum of Knowledge	-	Bond	-	Play this card in a Hero play area. START PHASE Draw 2 to 4 cards. END PHASE If you have 9 or more cards in hand, 1 Hero character deals themself 9 fixed psychic damage, then remove 1 token from 1 Villain character card and bury this card.	I want to be the powerful mage that she claims I can be, but there has to be an easier way to learn everything I need to know!	The Harpy, Dark Watch Vol. 1 #42	1	Rook City Renegades
The Fey-Court	The Fey-Court	Nymph Stewards	7	Courtier	-	END PHASE 1 Hero with no Bond cards in their play area discards 1 card. If no card is discarded this way, remove 1 token from each Villain character card.	The finest of attendants treat us well. You doubt the intent of my personnel?	The Dagda, Dark Watch Vol. 1 #37	2	Rook City Renegades
The Fey-Court	The Fey-Court	An Offer of Prosperity	-	Bond	-	Play this card in a Hero play area. START PHASE Play 1 card. Each Hero draws 1 card. END PHASE If any Hero has more cards in hand than you do, discard your hand and draw 1 card, then remove 1 token from 1 Villain character card and bury this card.	You should be proud of your fighting spirit! Let our battle rage, for all to hear it!	Lugh, Arcane Tales Vol. 2 #523	1	Rook City Renegades
The Fey-Court	The Fey-Court	Pixie Knights	9	Courtier	-	END PHASE This card deals the Hero target with the highest HP (H) melee damage. If that damage is reduced, prevented, or redirected, remove 1 token from 1 Villain character card.	To me, my knights! We ride this day at dawn! Sing forth to battle; war, our lexicon!	The Morrigan, Tome of the Bizarre Vol. 4 #25	2	Rook City Renegades
The Fey-Court	The Fey-Court	Salamander Arbiters	8	Courtier	-	END PHASE This card deals each Hero target in play areas with more than 1 Bond card 3 fire damage. If no damage is dealt this way, remove 1 token from each Villain character card.	Now we're talking! All of this hoity-toity stuff was getting on my nerves, but I'll take a fire-breathing lizard-man any day!	Expatriette, Dark Watch Vol. 1 #53	2	Rook City Renegades
The Fey-Court	The Fey-Court	Seasons Change	-	One-Shot	-	Shuffle the Villain trash into the Villain deck. Discover 1 Advisor card. [flip] the Villain character card with the most tokens on it. Remove 1 token from each Villain character card.	This court to you gave warmth and life and peace. Now here you stand, demanding your release?	The Dagda, Dark Watch Vol. 1 #41	2	Rook City Renegades
The Fey-Court	The Fey-Court	A Taste of Power	-	Bond	-	Play this card in a Hero play area. START PHASE 1 Hero target in this play area deals 1 target 3 melee damage. END PHASE If 7 or more damage was dealt this turn, 1 target in this play area deals each target 2 radiant damage, then remove 1 token from 1 Villain character card and bury this card.	I've learned a lot from this curse. Time for you to get a taste of it, too!	Setback, Dark Watch Vol. 1 #46	1	Rook City Renegades
The Fey-Court	The Fey-Court	A Time of Peace	-	Bond	-	Play this card in a Hero play area. START PHASE Discard 1 card. Each target regains 2 HP. END PHASE If any targets were destroyed this turn, play the top card of the Villain deck, then remove 1 token from 1 Villain character card and bury this card.	Truth be told, it's all I've ever known. I fight to save people. But I'm tired. Can I bring peace to the world-- without violence?	Legacy, Justice Comics #722	1	Rook City Renegades
The Fey-Court	The Fey-Court	Trickster Puck	13	Advisor, Satyr	-	After a Villain character card flips, add 1 token to 1 Villain character card. END PHASE 1 Hero discards 2 cards and draws 1 card. Then, if no Villain character cards flipped this turn, play the top card of the Villain deck.	A gift! Forsooth, you ask so much of me? But surely, first, join in the revelry...	Puck, Dark Watch Annual #3	1	Rook City Renegades
The Fey-Court	The Fey-Court	Will O'Wisp Heralds	6	Courtier	-	END PHASE This card deals each Hero target 2 sonic damage. Add 1 token to 1 Villain character card. Each Hero with a Bond card in their play area may draw 1 card.	These are the wisps that announce the will of the Fey-Court rulers. To find them here is an ominous portent.	NightMist, Virtuoso of the Void Vol. 2 #38	2	Rook City Renegades
The Matriarch	The Matriarch	Building of Rooks	1	Fowl	-	After this card is played, play the top card of the villain deck. END PHASE This card deals the Hero target with the highest HP 2 projectile damage.	Feel the fury of the skies, scorned!	The Matriarch, Night's Plutonian Shore One-Shot	3	Core Game
The Matriarch	The Matriarch	Carrion Fields	-	Ongoing	-	START PHASE Unless both Huginn and Muninn are in play, discover 1 Cohort card. If a Cohort card is played this way, destroy this card. END PHASE Each Cohort card deals each Hero target 1 toxic damage.	When you all asked for help, I figured you wanted me to freezer burn a bunch of birds. Not my fault it turned out worse.	Absolute Zero, Night's Plutonian Shore One-Shot	2	Core Game
The Matriarch	The Matriarch	Clattering of Jackdaws	1	Fowl	-	After this card is played, play the top card of the villain deck. END PHASE This card deals each Hero target 1 projectile damage.	A most pestilent congregation of horrid, flighty creatures.	The Matriarch, Night's Plutonian Shore One-Shot	3	Core Game
The Matriarch	The Matriarch	Darken the Sky	-	One-Shot	-	Summon the Mask of the Matriarch. Shuffle all of the Fowl cards in the Villain trash into the Villain deck. The Matriarch deals the Hero target with the highest HP (H) psychic damage.	The fowl rise! To o'erwhelm all the Earth! And pluck out men's eyes!	The Matriarch, Freedom Four Annual #2	3	Core Game
The Matriarch	The Matriarch	Horrid Cacophony	-	One-Shot	-	The Matriarch deals the (H) minus 1 Hero targets with the highest HP 2 sonic damage each. Destroy (H) minus 2 Hero Ongoing and/or Item cards.	They're just simple birds! They shouldn't be able to reach such dangerous decibel levels!	Tachyon, Freedom Four Annual #2	2	Core Game
The Matriarch	The Matriarch	Huginn	8	Cohort	-	-1 damage dealt to The Matriarch and Cohort cards. After any Fowl card is played, this card deals the Hero target with the second highest HP 1 psychic damage.	So subtle, your thoughts run as dark as your pinions. Together, we shall gather the bright and shiny objects of this world.	The Matriarch, Night's Plutonian Shore One-Shot	1	Core Game
The Matriarch	The Matriarch	Kettle of Vultures	1	Fowl	-	After this card is played, play the top card of the villain deck. END PHASE This card deals the Hero target with the lowest HP 2 projectile damage.	There is no path which the vulture's eye hath not seen...	The Matriarch, Night's Plutonian Shore One-Shot	3	Core Game
The Matriarch	The Matriarch	Mask of the Matriarch	10	Relic	-	Damage dealt by Fowl cards is irreducible. After a non-Fowl Villain card other than this card is played for the first time each turn, play the top card of the Villain deck.	Thus, I am the Matriarch! From the center to the sea, I rule as queen of the fowl!	The Matriarch, Freedom Four Annual #2	1	Core Game
The Matriarch	The Matriarch	Muninn	8	Cohort	-	+1 damage dealt by The Matriarch and Cohort cards. After any Fowl card is destroyed, this card deals the Hero target with the highest HP 1 projectile damage.	Oh wicked friend. Your beak rips and your talons tear. A simple creature, you crave only conquest.	The Matriarch, Night's Plutonian Shore One-Shot	1	Core Game
The Matriarch	The Matriarch	Murder of Crows	1	Fowl	-	After this card is played, play the top card of the villain deck. END PHASE This card deals each Hero target except the Hero target with the highest HP 1 projectile damage.	Fowl of the air! Rain down on all who creepeth upon the earth!	The Matriarch, Freedom Four Annual #2	3	Core Game
The Matriarch	The Matriarch	Unkindness of Ravens	1	Fowl	-	After this card is played, play the top card of the villain deck. END PHASE This card deals each Hero target except the Hero target with the lowest HP 1 projectile damage.	The ravens themselves are hoarse, croaking thy fatal exit!	The Matriarch, Freedom Four Annual #2	3	Core Game
The Organization	The Chairman	The Broker	8	Underboss	-	COMMANDS Discover 1 Informant. Then, discard the top card of each Hero deck. Whenever an Ongoing card is discarded this way, each Villain target regains 1 HP. END PHASE Activate ORDERS on each Informant.	Knowing is the half of it. The other half is profit.	The Broker, Built in a Day #2	1	Rook City Renegades
The Organization	The Chairman	The Contract	8	Underboss	-	COMMANDS Discover 1 Hitman. Then, this card deals the Hero target with the lowest HP 2 projectile damage. END PHASE Activate ORDERS on each Hitman.	It's nothing personal, you understand -- just business.	The Contract, Built in a Day #4	1	Rook City Renegades
The Organization	The Chairman	Crooked Cop	4	Thug	-	-1 damage dealt to Underboss cards. ORDERS Randomly play 1 card from under The Chairman's character card.	Heh, I doubt you'll get the help you're looking for from local law enforcement.	Tony Taurus, Mystery Comics Vol. 2 #191	2	Rook City Renegades
The Organization	The Chairman	The Deputy	8	Underboss	-	COMMANDS Discover 1 Crooked Cop. Then, each Thug card regains 2 HP. END PHASE Activate ORDERS on each Crooked Cop.	I, too, enforce the rules. My boss just pays better.	The Deputy, Built in a Day #2	1	Rook City Renegades
The Organization	The Chairman	Enforcer	4	Thug	-	-1 damage dealt to Thug cards. ORDERS This card deals the Hero target with the second lowest HP (H) minus 2 melee damage.	Threats? Intimidation? Nothing of the sort! You clearly need protection, and who better to provide it than these fine, strapping lads!	The Muscle, Built in a Day #1	2	Rook City Renegades
The Organization	The Chairman	The Fence	8	Underboss	-	COMMANDS Discover 1 Thief. Then, bury the Villain trash. END PHASE Activate ORDERS on each Thief.	Imagine, a piece this fine caged away in some exhibit? An affront to true art. Instead, I help it find its purpose with the art of commerce.	The Fence, Built in a Day #3	1	Rook City Renegades
The Organization	The Chairman	Hitman	4	Thug	-	After the first time an Environment card is played each turn, this card deals each Hero target 2 projectile damage. ORDERS This card deals the Hero target with the highest HP 3 projectile damage.	Two targets, both unarmed. Easy in, but tricky out if you get seen. Don't get seen. No muss, no fuss. You know the score.	The Contract, Built in a Day #3	2	Rook City Renegades
The Organization	The Chairman	Informant	4	Thug	-	After the first time an Environment card is played each turn, 1 Hero discards 1 card. ORDERS (H) minus 1 Heroes each discard 1 card.	One man's mistake is another man's opportunity.	The Chairman, Rook City Renegades #22	2	Rook City Renegades
The Organization	The Chairman	The Muscle	8	Underboss	-	COMMANDS Discover 1 Enforcer. Then, this card deals the Hero target with the highest HP 3 melee damage. END PHASE Activate ORDERS on each Enforcer.	Well, well, well -- what do we have here? Buncha big strong blokes playing at dress-up? Fancy a spot of ruckus?	The Muscle, Built in a Day #4	1	Rook City Renegades
The Organization	The Chairman	New Assignments	-	One-Shot	-	Randomly play 1 card from under The Chairman's character card. Then, if there are no cards under The Chairman's character card, activate COMMANDS on the Underboss card with the highest HP.	There's always someone willing to take the Organization's offer. If someone gonna be stepped on, better to be the one doing the stepping.	Mr. Fixer, Mystery Comics Vol. 2 #145	2	Rook City Renegades
The Organization	The Chairman	Perfect Human Specimens	-	One-Shot	-	The Chairman regains (H) HP. The Operative regains (H) HP. Activate COMMANDS on The Operative's character card.	Testing? Hardly. I wouldn't risk my most trusted agent in such a way. This gift is tried and true.	The Chairman, Mystery Comics Vol. 2 #259	2	Rook City Renegades
The Organization	The Chairman	Prison Break	-	One-Shot	-	Shuffle The Chairman's trash into The Chairman's deck. Discover 1 Underboss card. If no cards are played this way, randomly play 1 card from under The Chairman's character card.	Oddly, there were no officers on duty at the time.	The Deputy, Built in a Day #5	2	Rook City Renegades
The Organization	The Chairman	Rook City is Mine!	-	One-Shot	-	Play the top card of the Environment deck. Activate COMMANDS on The Operative's character card.	I built this city. Challenge me here and you will discover that I am not only a creator...	The Chairman, Rook City Renegades #4	2	Rook City Renegades
The Organization	The Chairman	Thief	4	Thug	-	After the first time an Environment card is played each turn, destroy 1 Hero Ongoing or Item card. ORDERS Destroy 1 Hero Ongoing or Item card.	Ah, Rook City, where even your shoes would walk away if they weren't tied on.	The Wraith, Rook City Renegades #1	2	Rook City Renegades
The Organization	The Chairman	Top Level Directives	-	One-Shot	-	Activate COMMANDS on The Operative's character card. If The Operative is incapacitated, The Chairman deals the Hero target with the highest HP 3 melee damage.	We've been laying low long enough. Time to remind them who really runs things around here.	The Chairman, Built in a Day #6	2	Rook City Renegades
The Organization	The Operative Side	Blade and Battery	-	One-Shot	-	The Operative deals the Hero target with the highest HP 4 melee damage. If The Muscle is in play, activate the COMMANDS on his card.	Enough chatter. The time to strike is now.	The Operative, Rook City Renegades #73	1	Rook City Renegades
The Organization	The Operative Side	Hidden Blade	-	Ongoing, Technique	-	After this card is played, destroy all other Technique cards. After The Operative is dealt damage by a non-Villain target, she deals the attacker 2 melee damage. END PHASE The Operative deals the Hero target with the lowest HP 3 melee damage.	Your opponent hears everything your sword says. A knife is much harder to listen to.	Zhu Long, Mystery Comics Vol. 2 #243	1	Rook City Renegades
The Organization	The Operative Side	Insider Info	-	One-Shot	-	Destroy 1 Hero Ongoing or Item card. If The Broker is in play, activate the COMMANDS on her card.	What is information, if not a weapon? Give me something I can wield.	The Operative, Mystery Comics Vol. 2 #247	1	Rook City Renegades
The Organization	The Operative Side	Lethal Foe	-	One-Shot	-	The Operative deals the Hero target with the highest HP (H) melee damage. Then, if that target has 4 or fewer HP, destroy that target.	And we can't have that, now can we?	The Chairman, Transmission of Honor #6	1	Rook City Renegades
The Organization	The Operative Side	Mark for Execution	-	One-Shot	-	The Operative deals the 3 Hero targets with the highest HP 2 projectile damage each. If The Contract is in play, activate the COMMANDS on his card.	I've marked your target. You'll know him when you see him. Don't fail me again.	The Operative, Rook City Renegades #89	1	Rook City Renegades
The Organization	The Operative Side	Play the System	-	One-Shot	-	The Operative and each Underboss card regain (H) HP each. If The Deputy is in play, activate the COMMANDS on his card.	You continue to have a position so long as you're useful to the Chairman. Your leadership goes only as far as he allows it.	The Operative, Rook City Renegades #105	1	Rook City Renegades
The Organization	The Operative Side	Show of Force	-	One-Shot	-	Discover (H) Thug cards from The Chairman's deck.	The chain of command is mine to wield! You will do as ordered.	The Operative, Transmission of Honor #1	1	Rook City Renegades
The Organization	The Operative Side	Skimming Strikes	-	Ongoing, Technique	-	After this card is played, destroy all other Technique cards. Damage dealt by The Operative is irreducible. END PHASE The Operative deals each Hero target 2 melee damage.	You lack focus. You cannot always be the whirlwind. Eventually, you must decide for yourself.	Mr. Fixer, Mystery Comics Vol. 2 #189	1	Rook City Renegades
The Organization	The Operative Side	Take from the Weak	-	One-Shot	-	The Operative deals the Hero target with the lowest HP 3 melee damage. If The Fence is in play, activate the COMMANDS on his card.	Profits over people. Resources are there to be used, even human resources.	The Operative, Mystery Comics Vol. 2 #219	1	Rook City Renegades
The Organization	The Operative Side	Undivided Attention	-	Ongoing, Technique	-	After this card is played, destroy all other Technique cards. Whenever The Operative deals damage, redirect that damage to the Hero target with the highest HP. END PHASE The Operative deals the Hero target with the highest HP (H) plus 1 melee damage.	It appears you may be worth our time after all, Mr. Walker. Very well.	The Chairman, Engine Block Blues #1	1	Rook City Renegades
The Ruler of Æternus	The Ruler of Æternus	Abbados the Wrathful	28	Demon, Prince	NightMist	END PHASE: This card deals the (H) targets other than itself with the highest HP 2 melee damage each. Æ:  START PHASE: This card deals the target with the highest HP other than itself (H) melee damage. This card deals each target other than itself 1 infernal damage.	The forces of Ætenrus hunger for war! The mortal realm is as dust before us!	Abbados, Æternal Torment #1	1	Disparation
